pid,gid,1fuel_gas,1fuel_elec_foss,1fuel_elec_renew,2access,3chargtime,4drivrange,5fuelcost,6price,choice
222,888,1,0,0,100,15,500,1.03,412190,0
222,888,0,0,1,70,15,300,0.52,257619,0
222,888,1,0,0,40,60,500,0.52,373584,0
222,888,0,1,0,40,15,200,1.29,257619,1
223,889,0,1,0,100,60,500,0.26,257619,0
223,889,0,0,1,10,15,200,0.26,373584,1
223,889,0,0,1,70,60,200,1.29,412190,0
223,889,0,1,0,70,40,200,1.03,373584,0
223,890,1,0,0,100,240,200,0.52,257619,0
223,890,0,0,1,100,40,300,1.29,373584,1
223,890,1,0,0,10,60,300,1.03,257619,0
223,890,0,1,0,10,240,300,0.52,412190,0
223,891,0,0,1,40,240,500,1.03,257619,0
223,891,1,0,0,40,40,300,0.26,412190,0
223,891,1,0,0,70,240,500,1.29,373584,0
223,891,0,0,1,10,60,500,0.52,257619,1
223,892,1,0,0,100,15,500,1.03,412190,0
223,892,0,0,1,70,15,300,0.52,257619,0
223,892,1,0,0,40,60,500,0.52,373584,0
223,892,0,1,0,40,15,200,1.29,257619,1
224,893,0,1,0,100,60,500,0.26,257619,1
224,893,0,0,1,10,15,200,0.26,373584,0
224,893,0,0,1,70,60,200,1.29,412190,0
224,893,0,1,0,70,40,200,1.03,373584,0
224,894,1,0,0,100,240,200,0.52,257619,0
224,894,0,0,1,100,40,300,1.29,373584,1
224,894,1,0,0,10,60,300,1.03,257619,0
224,894,0,1,0,10,240,300,0.52,412190,0
224,895,0,0,1,40,240,500,1.03,257619,0
224,895,1,0,0,40,40,300,0.26,412190,1
224,895,1,0,0,70,240,500,1.29,373584,0
224,895,0,0,1,10,60,500,0.52,257619,0
224,896,1,0,0,100,15,500,1.03,412190,0
224,896,0,0,1,70,15,300,0.52,257619,1
224,896,1,0,0,40,60,500,0.52,373584,0
224,896,0,1,0,40,15,200,1.29,257619,0
225,897,0,1,0,100,60,500,0.26,257619,0
225,897,0,0,1,10,15,200,0.26,373584,1
225,897,0,0,1,70,60,200,1.29,412190,0
225,897,0,1,0,70,40,200,1.03,373584,0
225,898,1,0,0,100,240,200,0.52,257619,0
225,898,0,0,1,100,40,300,1.29,373584,0
225,898,1,0,0,10,60,300,1.03,257619,0
225,898,0,1,0,10,240,300,0.52,412190,1
225,899,0,0,1,40,240,500,1.03,257619,1
225,899,1,0,0,40,40,300,0.26,412190,0
225,899,1,0,0,70,240,500,1.29,373584,0
225,899,0,0,1,10,60,500,0.52,257619,0
225,900,1,0,0,100,15,500,1.03,412190,0
225,900,0,0,1,70,15,300,0.52,257619,1
225,900,1,0,0,40,60,500,0.52,373584,0
225,900,0,1,0,40,15,200,1.29,257619,0
226,901,0,1,0,100,60,500,0.26,257619,1
226,901,0,0,1,10,15,200,0.26,373584,0
226,901,0,0,1,70,60,200,1.29,412190,0
226,901,0,1,0,70,40,200,1.03,373584,0
226,902,1,0,0,100,240,200,0.52,257619,1
226,902,0,0,1,100,40,300,1.29,373584,0
226,902,1,0,0,10,60,300,1.03,257619,0
226,902,0,1,0,10,240,300,0.52,412190,0
226,903,0,0,1,40,240,500,1.03,257619,1
226,903,1,0,0,40,40,300,0.26,412190,0
226,903,1,0,0,70,240,500,1.29,373584,0
226,903,0,0,1,10,60,500,0.52,257619,0
226,904,1,0,0,100,15,500,1.03,412190,1
226,904,0,0,1,70,15,300,0.52,257619,0
226,904,1,0,0,40,60,500,0.52,373584,0
226,904,0,1,0,40,15,200,1.29,257619,0
227,905,0,1,0,100,60,500,0.26,257619,0
227,905,0,0,1,10,15,200,0.26,373584,0
227,905,0,0,1,70,60,200,1.29,412190,0
227,905,0,1,0,70,40,200,1.03,373584,1
227,906,1,0,0,100,240,200,0.52,257619,1
227,906,0,0,1,100,40,300,1.29,373584,0
227,906,1,0,0,10,60,300,1.03,257619,0
227,906,0,1,0,10,240,300,0.52,412190,0
227,907,0,0,1,40,240,500,1.03,257619,1
227,907,1,0,0,40,40,300,0.26,412190,0
227,907,1,0,0,70,240,500,1.29,373584,0
227,907,0,0,1,10,60,500,0.52,257619,0
227,908,1,0,0,100,15,500,1.03,412190,0
227,908,0,0,1,70,15,300,0.52,257619,0
227,908,1,0,0,40,60,500,0.52,373584,1
227,908,0,1,0,40,15,200,1.29,257619,0
228,909,0,1,0,100,60,500,0.26,257619,1
228,909,0,0,1,10,15,200,0.26,373584,0
228,909,0,0,1,70,60,200,1.29,412190,0
228,909,0,1,0,70,40,200,1.03,373584,0
228,910,1,0,0,100,240,200,0.52,257619,0
228,910,0,0,1,100,40,300,1.29,373584,0
228,910,1,0,0,10,60,300,1.03,257619,1
228,910,0,1,0,10,240,300,0.52,412190,0
228,911,0,0,1,40,240,500,1.03,257619,0
228,911,1,0,0,40,40,300,0.26,412190,0
228,911,1,0,0,70,240,500,1.29,373584,0
228,911,0,0,1,10,60,500,0.52,257619,1
228,912,1,0,0,100,15,500,1.03,412190,0
228,912,0,0,1,70,15,300,0.52,257619,1
228,912,1,0,0,40,60,500,0.52,373584,0
228,912,0,1,0,40,15,200,1.29,257619,0
229,913,0,1,0,100,60,500,0.26,257619,0
229,913,0,0,1,10,15,200,0.26,373584,0
229,913,0,0,1,70,60,200,1.29,412190,1
229,913,0,1,0,70,40,200,1.03,373584,0
229,914,1,0,0,100,240,200,0.52,257619,1
229,914,0,0,1,100,40,300,1.29,373584,0
229,914,1,0,0,10,60,300,1.03,257619,0
229,914,0,1,0,10,240,300,0.52,412190,0
229,915,0,0,1,40,240,500,1.03,257619,0
229,915,1,0,0,40,40,300,0.26,412190,1
229,915,1,0,0,70,240,500,1.29,373584,0
229,915,0,0,1,10,60,500,0.52,257619,0
229,916,1,0,0,100,15,500,1.03,412190,0
229,916,0,0,1,70,15,300,0.52,257619,0
229,916,1,0,0,40,60,500,0.52,373584,1
229,916,0,1,0,40,15,200,1.29,257619,0
230,917,0,1,0,100,60,500,0.26,257619,1
230,917,0,0,1,10,15,200,0.26,373584,0
230,917,0,0,1,70,60,200,1.29,412190,0
230,917,0,1,0,70,40,200,1.03,373584,0
230,918,1,0,0,100,240,200,0.52,257619,0
230,918,0,0,1,100,40,300,1.29,373584,1
230,918,1,0,0,10,60,300,1.03,257619,0
230,918,0,1,0,10,240,300,0.52,412190,0
230,919,0,0,1,40,240,500,1.03,257619,0
230,919,1,0,0,40,40,300,0.26,412190,1
230,919,1,0,0,70,240,500,1.29,373584,0
230,919,0,0,1,10,60,500,0.52,257619,0
230,920,1,0,0,100,15,500,1.03,412190,1
230,920,0,0,1,70,15,300,0.52,257619,0
230,920,1,0,0,40,60,500,0.52,373584,0
230,920,0,1,0,40,15,200,1.29,257619,0
231,921,0,1,0,100,60,500,0.26,257619,0
231,921,0,0,1,10,15,200,0.26,373584,1
231,921,0,0,1,70,60,200,1.29,412190,0
231,921,0,1,0,70,40,200,1.03,373584,0
231,922,1,0,0,100,240,200,0.52,257619,1
231,922,0,0,1,100,40,300,1.29,373584,0
231,922,1,0,0,10,60,300,1.03,257619,0
231,922,0,1,0,10,240,300,0.52,412190,0
231,923,0,0,1,40,240,500,1.03,257619,0
231,923,1,0,0,40,40,300,0.26,412190,1
231,923,1,0,0,70,240,500,1.29,373584,0
231,923,0,0,1,10,60,500,0.52,257619,0
231,924,1,0,0,100,15,500,1.03,412190,0
231,924,0,0,1,70,15,300,0.52,257619,1
231,924,1,0,0,40,60,500,0.52,373584,0
231,924,0,1,0,40,15,200,1.29,257619,0
232,925,0,1,0,100,60,500,0.26,257619,0
232,925,0,0,1,10,15,200,0.26,373584,1
232,925,0,0,1,70,60,200,1.29,412190,0
232,925,0,1,0,70,40,200,1.03,373584,0
232,926,1,0,0,100,240,200,0.52,257619,0
232,926,0,0,1,100,40,300,1.29,373584,0
232,926,1,0,0,10,60,300,1.03,257619,0
232,926,0,1,0,10,240,300,0.52,412190,1
232,927,0,0,1,40,240,500,1.03,257619,0
232,927,1,0,0,40,40,300,0.26,412190,1
232,927,1,0,0,70,240,500,1.29,373584,0
232,927,0,0,1,10,60,500,0.52,257619,0
232,928,1,0,0,100,15,500,1.03,412190,1
232,928,0,0,1,70,15,300,0.52,257619,0
232,928,1,0,0,40,60,500,0.52,373584,0
232,928,0,1,0,40,15,200,1.29,257619,0
233,929,0,1,0,100,60,500,0.26,257619,0
233,929,0,0,1,10,15,200,0.26,373584,1
233,929,0,0,1,70,60,200,1.29,412190,0
233,929,0,1,0,70,40,200,1.03,373584,0
233,930,1,0,0,100,240,200,0.52,257619,0
233,930,0,0,1,100,40,300,1.29,373584,0
233,930,1,0,0,10,60,300,1.03,257619,1
233,930,0,1,0,10,240,300,0.52,412190,0
233,931,0,0,1,40,240,500,1.03,257619,0
233,931,1,0,0,40,40,300,0.26,412190,0
233,931,1,0,0,70,240,500,1.29,373584,1
233,931,0,0,1,10,60,500,0.52,257619,0
233,932,1,0,0,100,15,500,1.03,412190,1
233,932,0,0,1,70,15,300,0.52,257619,0
233,932,1,0,0,40,60,500,0.52,373584,0
233,932,0,1,0,40,15,200,1.29,257619,0
234,933,0,1,0,100,60,500,0.26,257619,0
234,933,0,0,1,10,15,200,0.26,373584,1
234,933,0,0,1,70,60,200,1.29,412190,0
234,933,0,1,0,70,40,200,1.03,373584,0
234,934,1,0,0,100,240,200,0.52,257619,0
234,934,0,0,1,100,40,300,1.29,373584,1
234,934,1,0,0,10,60,300,1.03,257619,0
234,934,0,1,0,10,240,300,0.52,412190,0
234,935,0,0,1,40,240,500,1.03,257619,0
234,935,1,0,0,40,40,300,0.26,412190,0
234,935,1,0,0,70,240,500,1.29,373584,0
234,935,0,0,1,10,60,500,0.52,257619,1
234,936,1,0,0,100,15,500,1.03,412190,0
234,936,0,0,1,70,15,300,0.52,257619,1
234,936,1,0,0,40,60,500,0.52,373584,0
234,936,0,1,0,40,15,200,1.29,257619,0
235,937,0,1,0,100,60,500,0.26,257619,1
235,937,0,0,1,10,15,200,0.26,373584,0
235,937,0,0,1,70,60,200,1.29,412190,0
235,937,0,1,0,70,40,200,1.03,373584,0
235,938,1,0,0,100,240,200,0.52,257619,0
235,938,0,0,1,100,40,300,1.29,373584,1
235,938,1,0,0,10,60,300,1.03,257619,0
235,938,0,1,0,10,240,300,0.52,412190,0
235,939,0,0,1,40,240,500,1.03,257619,1
235,939,1,0,0,40,40,300,0.26,412190,0
235,939,1,0,0,70,240,500,1.29,373584,0
235,939,0,0,1,10,60,500,0.52,257619,0
235,940,1,0,0,100,15,500,1.03,412190,0
235,940,0,0,1,70,15,300,0.52,257619,1
235,940,1,0,0,40,60,500,0.52,373584,0
235,940,0,1,0,40,15,200,1.29,257619,0
236,941,0,1,0,100,60,500,0.26,257619,1
236,941,0,0,1,10,15,200,0.26,373584,0
236,941,0,0,1,70,60,200,1.29,412190,0
236,941,0,1,0,70,40,200,1.03,373584,0
236,942,1,0,0,100,240,200,0.52,257619,0
236,942,0,0,1,100,40,300,1.29,373584,1
236,942,1,0,0,10,60,300,1.03,257619,0
236,942,0,1,0,10,240,300,0.52,412190,0
236,943,0,0,1,40,240,500,1.03,257619,0
236,943,1,0,0,40,40,300,0.26,412190,0
236,943,1,0,0,70,240,500,1.29,373584,0
236,943,0,0,1,10,60,500,0.52,257619,1
236,944,1,0,0,100,15,500,1.03,412190,0
236,944,0,0,1,70,15,300,0.52,257619,1
236,944,1,0,0,40,60,500,0.52,373584,0
236,944,0,1,0,40,15,200,1.29,257619,0
237,945,0,1,0,100,60,500,0.26,257619,1
237,945,0,0,1,10,15,200,0.26,373584,0
237,945,0,0,1,70,60,200,1.29,412190,0
237,945,0,1,0,70,40,200,1.03,373584,0
237,946,1,0,0,100,240,200,0.52,257619,0
237,946,0,0,1,100,40,300,1.29,373584,1
237,946,1,0,0,10,60,300,1.03,257619,0
237,946,0,1,0,10,240,300,0.52,412190,0
237,947,0,0,1,40,240,500,1.03,257619,0
237,947,1,0,0,40,40,300,0.26,412190,1
237,947,1,0,0,70,240,500,1.29,373584,0
237,947,0,0,1,10,60,500,0.52,257619,0
237,948,1,0,0,100,15,500,1.03,412190,1
237,948,0,0,1,70,15,300,0.52,257619,0
237,948,1,0,0,40,60,500,0.52,373584,0
237,948,0,1,0,40,15,200,1.29,257619,0
238,949,0,1,0,100,60,500,0.26,257619,1
238,949,0,0,1,10,15,200,0.26,373584,0
238,949,0,0,1,70,60,200,1.29,412190,0
238,949,0,1,0,70,40,200,1.03,373584,0
238,950,1,0,0,100,240,200,0.52,257619,1
238,950,0,0,1,100,40,300,1.29,373584,0
238,950,1,0,0,10,60,300,1.03,257619,0
238,950,0,1,0,10,240,300,0.52,412190,0
238,951,0,0,1,40,240,500,1.03,257619,1
238,951,1,0,0,40,40,300,0.26,412190,0
238,951,1,0,0,70,240,500,1.29,373584,0
238,951,0,0,1,10,60,500,0.52,257619,0
238,952,1,0,0,100,15,500,1.03,412190,0
238,952,0,0,1,70,15,300,0.52,257619,0
238,952,1,0,0,40,60,500,0.52,373584,1
238,952,0,1,0,40,15,200,1.29,257619,0
239,953,0,1,0,100,60,500,0.26,257619,1
239,953,0,0,1,10,15,200,0.26,373584,0
239,953,0,0,1,70,60,200,1.29,412190,0
239,953,0,1,0,70,40,200,1.03,373584,0
239,954,1,0,0,100,240,200,0.52,257619,1
239,954,0,0,1,100,40,300,1.29,373584,0
239,954,1,0,0,10,60,300,1.03,257619,0
239,954,0,1,0,10,240,300,0.52,412190,0
239,955,0,0,1,40,240,500,1.03,257619,0
239,955,1,0,0,40,40,300,0.26,412190,0
239,955,1,0,0,70,240,500,1.29,373584,1
239,955,0,0,1,10,60,500,0.52,257619,0
239,956,1,0,0,100,15,500,1.03,412190,0
239,956,0,0,1,70,15,300,0.52,257619,0
239,956,1,0,0,40,60,500,0.52,373584,1
239,956,0,1,0,40,15,200,1.29,257619,0
240,957,0,1,0,100,60,500,0.26,257619,1
240,957,0,0,1,10,15,200,0.26,373584,0
240,957,0,0,1,70,60,200,1.29,412190,0
240,957,0,1,0,70,40,200,1.03,373584,0
240,958,1,0,0,100,240,200,0.52,257619,1
240,958,0,0,1,100,40,300,1.29,373584,0
240,958,1,0,0,10,60,300,1.03,257619,0
240,958,0,1,0,10,240,300,0.52,412190,0
240,959,0,0,1,40,240,500,1.03,257619,0
240,959,1,0,0,40,40,300,0.26,412190,1
240,959,1,0,0,70,240,500,1.29,373584,0
240,959,0,0,1,10,60,500,0.52,257619,0
240,960,1,0,0,100,15,500,1.03,412190,0
240,960,0,0,1,70,15,300,0.52,257619,1
240,960,1,0,0,40,60,500,0.52,373584,0
240,960,0,1,0,40,15,200,1.29,257619,0
241,961,0,1,0,100,60,500,0.26,257619,1
241,961,0,0,1,10,15,200,0.26,373584,0
241,961,0,0,1,70,60,200,1.29,412190,0
241,961,0,1,0,70,40,200,1.03,373584,0
241,962,1,0,0,100,240,200,0.52,257619,0
241,962,0,0,1,100,40,300,1.29,373584,0
241,962,1,0,0,10,60,300,1.03,257619,1
241,962,0,1,0,10,240,300,0.52,412190,0
241,963,0,0,1,40,240,500,1.03,257619,0
241,963,1,0,0,40,40,300,0.26,412190,1
241,963,1,0,0,70,240,500,1.29,373584,0
241,963,0,0,1,10,60,500,0.52,257619,0
241,964,1,0,0,100,15,500,1.03,412190,0
241,964,0,0,1,70,15,300,0.52,257619,1
241,964,1,0,0,40,60,500,0.52,373584,0
241,964,0,1,0,40,15,200,1.29,257619,0
242,965,0,1,0,100,60,500,0.26,257619,0
242,965,0,0,1,10,15,200,0.26,373584,0
242,965,0,0,1,70,60,200,1.29,412190,1
242,965,0,1,0,70,40,200,1.03,373584,0
242,966,1,0,0,100,240,200,0.52,257619,0
242,966,0,0,1,100,40,300,1.29,373584,0
242,966,1,0,0,10,60,300,1.03,257619,1
242,966,0,1,0,10,240,300,0.52,412190,0
242,967,0,0,1,40,240,500,1.03,257619,0
242,967,1,0,0,40,40,300,0.26,412190,0
242,967,1,0,0,70,240,500,1.29,373584,1
242,967,0,0,1,10,60,500,0.52,257619,0
242,968,1,0,0,100,15,500,1.03,412190,0
242,968,0,0,1,70,15,300,0.52,257619,0
242,968,1,0,0,40,60,500,0.52,373584,1
242,968,0,1,0,40,15,200,1.29,257619,0
243,969,0,1,0,100,60,500,0.26,257619,1
243,969,0,0,1,10,15,200,0.26,373584,0
243,969,0,0,1,70,60,200,1.29,412190,0
243,969,0,1,0,70,40,200,1.03,373584,0
243,970,1,0,0,100,240,200,0.52,257619,1
243,970,0,0,1,100,40,300,1.29,373584,0
243,970,1,0,0,10,60,300,1.03,257619,0
243,970,0,1,0,10,240,300,0.52,412190,0
243,971,0,0,1,40,240,500,1.03,257619,0
243,971,1,0,0,40,40,300,0.26,412190,0
243,971,1,0,0,70,240,500,1.29,373584,1
243,971,0,0,1,10,60,500,0.52,257619,0
243,972,1,0,0,100,15,500,1.03,412190,1
243,972,0,0,1,70,15,300,0.52,257619,0
243,972,1,0,0,40,60,500,0.52,373584,0
243,972,0,1,0,40,15,200,1.29,257619,0
244,973,0,1,0,100,60,500,0.26,257619,0
244,973,0,0,1,10,15,200,0.26,373584,1
244,973,0,0,1,70,60,200,1.29,412190,0
244,973,0,1,0,70,40,200,1.03,373584,0
244,974,1,0,0,100,240,200,0.52,257619,0
244,974,0,0,1,100,40,300,1.29,373584,0
244,974,1,0,0,10,60,300,1.03,257619,0
244,974,0,1,0,10,240,300,0.52,412190,1
244,975,0,0,1,40,240,500,1.03,257619,0
244,975,1,0,0,40,40,300,0.26,412190,0
244,975,1,0,0,70,240,500,1.29,373584,1
244,975,0,0,1,10,60,500,0.52,257619,0
244,976,1,0,0,100,15,500,1.03,412190,0
244,976,0,0,1,70,15,300,0.52,257619,1
244,976,1,0,0,40,60,500,0.52,373584,0
244,976,0,1,0,40,15,200,1.29,257619,0
245,977,0,1,0,100,60,500,0.26,257619,0
245,977,0,0,1,10,15,200,0.26,373584,1
245,977,0,0,1,70,60,200,1.29,412190,0
245,977,0,1,0,70,40,200,1.03,373584,0
245,978,1,0,0,100,240,200,0.52,257619,0
245,978,0,0,1,100,40,300,1.29,373584,1
245,978,1,0,0,10,60,300,1.03,257619,0
245,978,0,1,0,10,240,300,0.52,412190,0
245,979,0,0,1,40,240,500,1.03,257619,0
245,979,1,0,0,40,40,300,0.26,412190,1
245,979,1,0,0,70,240,500,1.29,373584,0
245,979,0,0,1,10,60,500,0.52,257619,0
245,980,1,0,0,100,15,500,1.03,412190,0
245,980,0,0,1,70,15,300,0.52,257619,1
245,980,1,0,0,40,60,500,0.52,373584,0
245,980,0,1,0,40,15,200,1.29,257619,0
246,981,0,1,0,100,60,500,0.26,257619,1
246,981,0,0,1,10,15,200,0.26,373584,0
246,981,0,0,1,70,60,200,1.29,412190,0
246,981,0,1,0,70,40,200,1.03,373584,0
246,982,1,0,0,100,240,200,0.52,257619,1
246,982,0,0,1,100,40,300,1.29,373584,0
246,982,1,0,0,10,60,300,1.03,257619,0
246,982,0,1,0,10,240,300,0.52,412190,0
246,983,0,0,1,40,240,500,1.03,257619,1
246,983,1,0,0,40,40,300,0.26,412190,0
246,983,1,0,0,70,240,500,1.29,373584,0
246,983,0,0,1,10,60,500,0.52,257619,0
246,984,1,0,0,100,15,500,1.03,412190,0
246,984,0,0,1,70,15,300,0.52,257619,0
246,984,1,0,0,40,60,500,0.52,373584,0
246,984,0,1,0,40,15,200,1.29,257619,1
247,985,0,1,0,100,60,500,0.26,257619,0
247,985,0,0,1,10,15,200,0.26,373584,0
247,985,0,0,1,70,60,200,1.29,412190,0
247,985,0,1,0,70,40,200,1.03,373584,1
247,986,1,0,0,100,240,200,0.52,257619,0
247,986,0,0,1,100,40,300,1.29,373584,0
247,986,1,0,0,10,60,300,1.03,257619,0
247,986,0,1,0,10,240,300,0.52,412190,1
247,987,0,0,1,40,240,500,1.03,257619,0
247,987,1,0,0,40,40,300,0.26,412190,0
247,987,1,0,0,70,240,500,1.29,373584,0
247,987,0,0,1,10,60,500,0.52,257619,1
247,988,1,0,0,100,15,500,1.03,412190,0
247,988,0,0,1,70,15,300,0.52,257619,0
247,988,1,0,0,40,60,500,0.52,373584,0
247,988,0,1,0,40,15,200,1.29,257619,1
248,989,0,1,0,100,60,500,0.26,257619,1
248,989,0,0,1,10,15,200,0.26,373584,0
248,989,0,0,1,70,60,200,1.29,412190,0
248,989,0,1,0,70,40,200,1.03,373584,0
248,990,1,0,0,100,240,200,0.52,257619,0
248,990,0,0,1,100,40,300,1.29,373584,1
248,990,1,0,0,10,60,300,1.03,257619,0
248,990,0,1,0,10,240,300,0.52,412190,0
248,991,0,0,1,40,240,500,1.03,257619,1
248,991,1,0,0,40,40,300,0.26,412190,0
248,991,1,0,0,70,240,500,1.29,373584,0
248,991,0,0,1,10,60,500,0.52,257619,0
248,992,1,0,0,100,15,500,1.03,412190,0
248,992,0,0,1,70,15,300,0.52,257619,1
248,992,1,0,0,40,60,500,0.52,373584,0
248,992,0,1,0,40,15,200,1.29,257619,0
249,993,0,1,0,100,60,500,0.26,257619,1
249,993,0,0,1,10,15,200,0.26,373584,0
249,993,0,0,1,70,60,200,1.29,412190,0
249,993,0,1,0,70,40,200,1.03,373584,0
249,994,1,0,0,100,240,200,0.52,257619,1
249,994,0,0,1,100,40,300,1.29,373584,0
249,994,1,0,0,10,60,300,1.03,257619,0
249,994,0,1,0,10,240,300,0.52,412190,0
249,995,0,0,1,40,240,500,1.03,257619,0
249,995,1,0,0,40,40,300,0.26,412190,1
249,995,1,0,0,70,240,500,1.29,373584,0
249,995,0,0,1,10,60,500,0.52,257619,0
249,996,1,0,0,100,15,500,1.03,412190,1
249,996,0,0,1,70,15,300,0.52,257619,0
249,996,1,0,0,40,60,500,0.52,373584,0
249,996,0,1,0,40,15,200,1.29,257619,0
250,997,0,1,0,100,60,500,0.26,257619,1
250,997,0,0,1,10,15,200,0.26,373584,0
250,997,0,0,1,70,60,200,1.29,412190,0
250,997,0,1,0,70,40,200,1.03,373584,0
250,998,1,0,0,100,240,200,0.52,257619,0
250,998,0,0,1,100,40,300,1.29,373584,1
250,998,1,0,0,10,60,300,1.03,257619,0
250,998,0,1,0,10,240,300,0.52,412190,0
250,999,0,0,1,40,240,500,1.03,257619,1
250,999,1,0,0,40,40,300,0.26,412190,0
250,999,1,0,0,70,240,500,1.29,373584,0
250,999,0,0,1,10,60,500,0.52,257619,0
250,1000,1,0,0,100,15,500,1.03,412190,0
250,1000,0,0,1,70,15,300,0.52,257619,1
250,1000,1,0,0,40,60,500,0.52,373584,0
250,1000,0,1,0,40,15,200,1.29,257619,0
251,1001,0,1,0,100,60,500,0.26,257619,0
251,1001,0,0,1,10,15,200,0.26,373584,0
251,1001,0,0,1,70,60,200,1.29,412190,0
251,1001,0,1,0,70,40,200,1.03,373584,1
251,1002,1,0,0,100,240,200,0.52,257619,0
251,1002,0,0,1,100,40,300,1.29,373584,0
251,1002,1,0,0,10,60,300,1.03,257619,0
251,1002,0,1,0,10,240,300,0.52,412190,1
251,1003,0,0,1,40,240,500,1.03,257619,0
251,1003,1,0,0,40,40,300,0.26,412190,0
251,1003,1,0,0,70,240,500,1.29,373584,0
251,1003,0,0,1,10,60,500,0.52,257619,1
251,1004,1,0,0,100,15,500,1.03,412190,0
251,1004,0,0,1,70,15,300,0.52,257619,0
251,1004,1,0,0,40,60,500,0.52,373584,0
251,1004,0,1,0,40,15,200,1.29,257619,1
252,1005,0,1,0,100,60,500,0.26,257619,1
252,1005,0,0,1,10,15,200,0.26,373584,0
252,1005,0,0,1,70,60,200,1.29,412190,0
252,1005,0,1,0,70,40,200,1.03,373584,0
252,1006,1,0,0,100,240,200,0.52,257619,1
252,1006,0,0,1,100,40,300,1.29,373584,0
252,1006,1,0,0,10,60,300,1.03,257619,0
252,1006,0,1,0,10,240,300,0.52,412190,0
252,1007,0,0,1,40,240,500,1.03,257619,1
252,1007,1,0,0,40,40,300,0.26,412190,0
252,1007,1,0,0,70,240,500,1.29,373584,0
252,1007,0,0,1,10,60,500,0.52,257619,0
252,1008,1,0,0,100,15,500,1.03,412190,0
252,1008,0,0,1,70,15,300,0.52,257619,1
252,1008,1,0,0,40,60,500,0.52,373584,0
252,1008,0,1,0,40,15,200,1.29,257619,0
253,1009,0,1,0,100,60,500,0.26,257619,1
253,1009,0,0,1,10,15,200,0.26,373584,0
253,1009,0,0,1,70,60,200,1.29,412190,0
253,1009,0,1,0,70,40,200,1.03,373584,0
253,1010,1,0,0,100,240,200,0.52,257619,0
253,1010,0,0,1,100,40,300,1.29,373584,1
253,1010,1,0,0,10,60,300,1.03,257619,0
253,1010,0,1,0,10,240,300,0.52,412190,0
253,1011,0,0,1,40,240,500,1.03,257619,0
253,1011,1,0,0,40,40,300,0.26,412190,0
253,1011,1,0,0,70,240,500,1.29,373584,0
253,1011,0,0,1,10,60,500,0.52,257619,1
253,1012,1,0,0,100,15,500,1.03,412190,0
253,1012,0,0,1,70,15,300,0.52,257619,1
253,1012,1,0,0,40,60,500,0.52,373584,0
253,1012,0,1,0,40,15,200,1.29,257619,0
254,1013,0,1,0,100,60,500,0.26,257619,1
254,1013,0,0,1,10,15,200,0.26,373584,0
254,1013,0,0,1,70,60,200,1.29,412190,0
254,1013,0,1,0,70,40,200,1.03,373584,0
254,1014,1,0,0,100,240,200,0.52,257619,1
254,1014,0,0,1,100,40,300,1.29,373584,0
254,1014,1,0,0,10,60,300,1.03,257619,0
254,1014,0,1,0,10,240,300,0.52,412190,0
254,1015,0,0,1,40,240,500,1.03,257619,1
254,1015,1,0,0,40,40,300,0.26,412190,0
254,1015,1,0,0,70,240,500,1.29,373584,0
254,1015,0,0,1,10,60,500,0.52,257619,0
254,1016,1,0,0,100,15,500,1.03,412190,1
254,1016,0,0,1,70,15,300,0.52,257619,0
254,1016,1,0,0,40,60,500,0.52,373584,0
254,1016,0,1,0,40,15,200,1.29,257619,0
255,1017,0,1,0,100,60,500,0.26,257619,1
255,1017,0,0,1,10,15,200,0.26,373584,0
255,1017,0,0,1,70,60,200,1.29,412190,0
255,1017,0,1,0,70,40,200,1.03,373584,0
255,1018,1,0,0,100,240,200,0.52,257619,1
255,1018,0,0,1,100,40,300,1.29,373584,0
255,1018,1,0,0,10,60,300,1.03,257619,0
255,1018,0,1,0,10,240,300,0.52,412190,0
255,1019,0,0,1,40,240,500,1.03,257619,0
255,1019,1,0,0,40,40,300,0.26,412190,1
255,1019,1,0,0,70,240,500,1.29,373584,0
255,1019,0,0,1,10,60,500,0.52,257619,0
255,1020,1,0,0,100,15,500,1.03,412190,0
255,1020,0,0,1,70,15,300,0.52,257619,1
255,1020,1,0,0,40,60,500,0.52,373584,0
255,1020,0,1,0,40,15,200,1.29,257619,0
256,1021,0,1,0,100,60,500,0.26,257619,1
256,1021,0,0,1,10,15,200,0.26,373584,0
256,1021,0,0,1,70,60,200,1.29,412190,0
256,1021,0,1,0,70,40,200,1.03,373584,0
256,1022,1,0,0,100,240,200,0.52,257619,0
256,1022,0,0,1,100,40,300,1.29,373584,1
256,1022,1,0,0,10,60,300,1.03,257619,0
256,1022,0,1,0,10,240,300,0.52,412190,0
256,1023,0,0,1,40,240,500,1.03,257619,0
256,1023,1,0,0,40,40,300,0.26,412190,1
256,1023,1,0,0,70,240,500,1.29,373584,0
256,1023,0,0,1,10,60,500,0.52,257619,0
256,1024,1,0,0,100,15,500,1.03,412190,1
256,1024,0,0,1,70,15,300,0.52,257619,0
256,1024,1,0,0,40,60,500,0.52,373584,0
256,1024,0,1,0,40,15,200,1.29,257619,0
257,1025,0,1,0,100,60,500,0.26,257619,1
257,1025,0,0,1,10,15,200,0.26,373584,0
257,1025,0,0,1,70,60,200,1.29,412190,0
257,1025,0,1,0,70,40,200,1.03,373584,0
257,1026,1,0,0,100,240,200,0.52,257619,0
